"Search Criteria: "

"Initial View: County"
"Well Type: Both"
"County Name: HOWARD"
"Date Range: Jan 2020 - Mar 2026"

"Lease Name","Lease No.","District No.","Well No.","Oil (BBL)","Casinghead (MCF)","GW Gas (MCF)","Condensate (BBL)"
"GAMORA 3545DP",58742,08," ",335477,819818,0,0
"GAMORA 3553AP",59130,08," ",254915,893188,0,0
"GAMORA 3565BP",59412,08," ",177911,1225088,0,0
"GARDNER UNIT 15-10",45357,08," ",861395,3188248,0,0
"GARON 27-22",50906,08," ",1297884,1957916,0,0
GARRETT,48044,08," ",1,0,0,0
"GARRETT ""40""",36271,08," ",0,0,0,0
"GARRETT 48",46124,08," ",0,0,0,0
"GARRETT UNIT 37-48",47496,08," ",420784,1410793,0,0
"GARRETT UNIT 37-48 B",61697,08," ",136364,336419,0,0
"GARRETT, DOROTHY",32485,08," ",5940,40315,0,0
"GARRETT, HORACE ESTATE ET AL",32247,08," ",0,0,0,0
"GARRETT, HORACE ESTATE ET AL -A-",32409,08," ",12887,120289,0,0
"GARRETT-REED UNIT 37-48",45613,08," ",918124,3611497,0,0
"GARRETT-SNELL UNIT A 25-36",52652,08," ",1752273,6591453,0,0
"GARRETT-SNELL UNIT B 36-25",45242,08," ",755007,4760121,0,0
"GARY THE MOUNTAINEER 23-24 A",59189,08," ",335286,1467522,0,0
"GARY THE MOUNTAINEER 23-24 B",59132,08," ",704875,2900021,0,0
"GARY THE MOUNTAINEER 23-24 C",59133,08," ",330721,1926231,0,0
"GARY THE MOUNTAINEER 23-24 D",59134,08," ",476935,1982583,0,0
"GARY THE MOUNTAINEER 23-24 E",59142,08," ",536401,1992655,0,0
"GASKIN, J. D. ET AL",27898,08," ",17,0,0,0
"GASKINS  18",44433,08," ",8864,85325,0,0
"GASKINS 14",41701,08," ",9513,19721,0,0
"GASKINS 15",42697,08," ",8029,9346,0,0
"GASKINS 21",40795,08," ",36437,132047,0,0
"GASKINS 36",44107,08," ",5266,158,0,0
"GASKINS 41",44160,08," ",18833,84498,0,0
"GASKINS 43",44231,08," ",0,0,0,0
"GASKINS 43",48730,08," ",0,0,0,0
"GASKINS SN 6-43 03",49354,08," ",325942,956012,0,0
"GASKINS SN 6-43 A",55097,08," ",579506,2272700,0,0
"GASKINS SN 6-43 B",54952,08," ",482187,1732130,0,0
"GASKINS SN 6-43 C",54927,08," ",347332,1617134,0,0
"GASKINS SN 6-43 D",54947,08," ",0,0,0,0
"GASKINS, J.D. ET AL -A-",28639,08," ",8,0,0,0
"GASKINS-ODDFELLOWS UNIT",43387,08," ",10214,3957,0,0
"GAY 34",45409,08," ",4661,21281,0,0
"GBT 102",51966,08," ",115135,191101,0,0
"GBT 106",51096,08," ",8522,88935,0,0
"GEM STONE 35",59773,08," ",43357,127053,0,0
"GENE CARLA 48",44928,08," ",0,0,0,0
GENTRY,43022,08," ",987,4552,0,0
"GERALDINE 19",43371,08," ",403,0,0,0
"GETLO 25-36",50842,08," ",729785,882997,0,0
"GIANT SACATON 1612",49476,08," ",251703,1326570,0,0
GIBSON,43869,08," ",0,0,0,0
GIBSON,53416,08," ",24,0,0,0
"GIBSON 8A",63034,08," ",152941,398742,0,0
"GIBSON 8B",63036,08," ",490699,755885,0,0
"GIBSON 8C",63037,08," ",171381,433532,0,0
"GIBSON 8D",62710,08," ",547743,1000206,0,0
"GIBSON 8E",63038,08," ",191510,441036,0,0
"GIBSON EAST 22",56600,08," ",738924,1143034,0,0
"GIBSON UNIT 28-21",51030,08," ",1475687,3150016,0,0
"GIBSON UNIT A 28-21",50974,08," ",342548,613061,0,0
GILBERT,30487,08," ",12990,0,0,0
"GILBERT 25-24 (ALLOC-E)",53906,08," ",239811,865214,0,0
"GILBERT 25-24 (ALLOC-F)",54231,08," ",546830,1543240,0,0
"GILBERT 25-24 (ALLOC-G)",54299,08," ",197319,591269,0,0
"GILBERT 25-24 (ALLOC-H)",54297,08," ",669177,1703578,0,0
"GILBERT, G. WRIGHT. JR. ESTATE",32046,08," ",0,0,0,0
"GILBREATH, S.",46360,08," ",0,0,0,0
GILLIHAN,131715,08," 3",0,0,11760,0
"GINGER 22-27",49789,08," ",830076,2637806,0,0
"GLACIER 04E",62148,08," ",241946,383443,0,0
"GLACIER 04F",62149,08," ",337413,811533,0,0
"GLACIER 04G",62161,08," ",371362,863274,0,0
"GLADYS 17",44540,08," ",5951,32724,0,0
GLASS,30609,08," ",961,11966,0,0
"GLASS 2",39779,08," ",24884,54986,0,0
"GLASS 3",40192,08," ",13697,54046,0,0
"GLASS 38",43823,08," ",16504,93451,0,0
"GLASS 38C",49279,08," ",10106,40564,0,0
"GLASS 38D",49277,08," ",32426,108194,0,0
"GLASS 38E",49280,08," ",40140,165463,0,0
"GLASS 47",41820,08," ",17481,135976,0,0
"GLASS 47F",60751,08," ",1958,609,0,0
"GLASS SWD",43811,08," ",0,0,0,0
"GLASSCOCK, HOWARD W. (G-S) UNIT",41062,08," ",166453,2,0,0
"GOLDEN BEND 34",43079,08," ",165,0,0,0
"GOLDEN BEND 34",47302,08," ",0,0,0,0
"GOLDEN RAIN",63806,08," ",403844,1115976,0,0
"GOLDEN RAIN E",63934,08," ",403754,1085715,0,0
"GOLDEN RAIN F",63936,08," ",534525,1392140,0,0
"GOLDEN RAIN G",63937,08," ",191326,300226,0,0
"GOOD, JEFF",33796,08," ",0,0,0,0
GOODMAN,50868,08," ",603,0,0,0
"GORMAN 48",43806,08," ",22804,39543,0,0
"GRACELAND SWD",50413,08," ",0,0,0,0
GRAHAM,38190,08," ",11807,60158,0,0
"GRANGER 5A",55006,08," ",638322,1073372,0,0
"GRANGER 5B",55008,08," ",355662,733129,0,0
"GRANGER 5C",55009,08," ",462828,880455,0,0
"GRANGER 8D",55016,08," ",341872,542103,0,0
"GRANGER 8E",55017,08," ",286537,416400,0,0
"GRANT 18A",54462,08," ",333764,794491,0,0
"GRANT 18B",54444,08," ",824584,2039455,0,0
GRANTHAM,30040,08," ",0,0,0,0
GRANTHAM,32368,08," ",0,0,0,0
GRANTHAM,35695,08," ",19264,29177,0,0
GRANTHAM,47360,08," ",8124,87188,0,0
"GRANTHAM 12",40744,08," ",49893,249336,0,0
"GRANTHAM 13",41438,08," ",56170,330114,0,0
"GRANTHAM 31",45878,08," ",3218,9266,0,0
"GRANTHAM B",45875,08," ",13255,48796,0,0
"GRANTHAM, -E- AND -A-",10158,08," ",13908,0,0,0
"GRANTHAM-STOKES 31",46282,08," ",1644,2977,0,0
GRATIS,55154,08," ",1431438,5046391,0,0
"GRATIS 32",47481,08," ",547796,2670489,0,0
"GRATIS E",55125,08," ",663851,3852024,0,0
"GRATIS F",55098,08," ",771625,3025631,0,0
"GRATIS G",55602,08," ",287617,1441602,0,0
"GRATIS H",55610,08," ",216926,681927,0,0
"GRAVY '18' UNIT",43556,08," ",9477,51407,0,0
GRAY,53415,08," ",0,0,0,0
"GRAYSTONE UNIT 39-26",62685,08," ",822997,1528593,0,0
GREEN,42798,08," ",10204,30761,0,0
"GREEN CREIGHTON",49600,08," ",116395,237697,0,0
"GREEN CREIGHTON 0429",47709,08," ",82073,204543,0,0
"GREEN MCNEAL 0406",47868,08," ",96553,137972,0,0
"GREEN MCNEAL 0408",47869,08," ",95720,175416,0,0
"GREEN SPRANGLETOP",51537,08," ",226012,355290,0,0
"GREEN SPRANGLETOP C",51630,08," ",203292,374647,0,0
"GREEN SPRANGLETOP E",55621,08," ",578881,2123881,0,0
"GREEN SPRANGLETOP F",55611,08," ",969859,3043597,0,0
"GREEN STALLINGS 0406",47756,08," ",77062,204291,0,0
"GREEN STALLINGS 0408",47755,08," ",87118,148210,0,0
GRIFFEN,28139,08," ",0,0,0,0
GRIFFIN,39950,08," ",0,0,0,0
"GRIFFIN 23",44342,08," ",10862,19176,0,0
"GRIFFIN RANCH 22",44609,08," ",22448,34593,0,0
"GRIFFIN RANCH UNIT 23-31",56906,08," ",2139147,5473536,0,0
"GRIFFIN SOUTH 21",47296,08," ",13309,11065,0,0
"GRIFFIN SWD",58551,08," ",0,0,0,0
"GRIFFIN SWD",62114,08," ",0,0,0,0
GRISWOLD,49825,08," ",217800,630883,0,0
"GRISWOLD 3-46 A",49071,08," ",387462,1195014,0,0
"GUARDIAN A 12-22",58156,08," ",207073,499370,0,0
"GUARDIAN UNIT 12-22",44981,08," ",1308016,2980264,0,0
"GUAVA 3140DP",61663,08," ",378103,492592,0,0
"GUAVA 3142DP",61594,08," ",325747,404795,0,0
"GUAVA 3144DP",61684,08," ",324694,455418,0,0
"GUAVA 3146DP",61502,08," ",315144,504225,0,0
"GUAVA 3150AP",61539,08," ",263893,244219,0,0
"GUAVA 3152AP",61562,08," ",270425,249809,0,0
"GUAVA 3154AP",61664,08," ",218856,238996,0,0
"GUAVA 3156AP",61543,08," ",221772,379533,0,0
"GUAVA 3158AP",61563,08," ",393351,489929,0,0
"GUAVA 3162BP",61541,08," ",219559,460445,0,0
"GUAVA 3164BP",61542,08," ",199499,344628,0,0
GUITAR,26122,08," ",0,0,0,0
GUITAR,54408,08," ",0,0,0,0
"GUITAR ""15""",40652,08," ",6966,21327,0,0
"GUITAR ""26""",39567,08," ",4301,15731,0,0
"GUITAR ""27""",39797,08," ",10132,80520,0,0
"GUITAR ""30""",40974,08," ",0,0,0,0
"GUITAR ""4""",41981,08," ",10862,29460,0,0
"GUITAR ""7-6""",37053,08," ",0,0,0,0
"GUITAR ""7A""",40874,08," ",7032,49068,0,0
"GUITAR ""B""",30530,08," ",0,0,0,0
"GUITAR '5'",43357,08," ",17297,97946,0,0
"GUITAR '7-6A'",43005,08," ",4764,17801,0,0
"GUITAR -16-",23730,08," ",0,0,0,0
"GUITAR -20-",28773,08," ",0,0,0,0
"GUITAR -A-",30266,08," ",0,0,0,0
"GUITAR -A-",47851,08," ",0,0,0,0
"GUITAR -C-",08263,08," ",0,0,0,0
"GUITAR -D-",08727,08," ",0,0,0,0
"GUITAR -F-",08382,08," ",0,0,0,0
"GUITAR 1",34389,08," ",0,0,0,0
"GUITAR 1",38656,08," ",103,0,0,0
"GUITAR 10",42093,08," ",6349,47853,0,0
"GUITAR 11",38563,08," ",4402,19548,0,0
"GUITAR 12",38723,08," ",555,2063,0,0
"GUITAR 12",40021,08," ",0,0,0,0
"GUITAR 12 SWD",49259,08," ",0,0,0,0
"GUITAR 13",39056,08," ",10743,44345,0,0
"GUITAR 14",50941,08," ",11320,48837,0,0
"GUITAR 14",50942,08," ",5745,94159,0,0
"GUITAR 15",41566,08," ",10565,101088,0,0
"GUITAR 15A",47220,08," ",76648,259420,0,0
"GUITAR 15B",47160,08," ",55112,209130,0,0
"GUITAR 15BB",47161,08," ",107746,242765,0,0
"GUITAR 19",42037,08," ",27763,122622,0,0
"GUITAR 2",30552,08," ",0,0,0,0
"GUITAR 20",41079,08," ",2962,138,0,0
"GUITAR 22",41348,08," ",5243,25439,0,0
"GUITAR 23",36771,08," ",0,0,0,0
"GUITAR 25",39159,08," ",15673,49384,0,0
"GUITAR 28",38167,08," ",10931,39493,0,0
"GUITAR 28",62234,08," ",530,1299,0,0
"GUITAR 29",38140,08," ",1249,6583,0,0
"GUITAR 5",39050,08," ",4813,7982,0,0
"GUITAR 6",38591,08," ",6,123,0,0
"GUITAR 6",43809,08," ",0,0,0,0
"GUITAR 7",38746,08," ",0,0,0,0
"GUITAR 7-6",54160,08," ",507,1597,0,0
"GUITAR 8",43180,08," ",7350,36343,0,0
"GUITAR 8F",48574,08," ",102680,257321,0,0
"GUITAR 8G",48575,08," ",219696,1326820,0,0
"GUITAR 8X",48667,08," ",257666,1089228,0,0
"GUITAR 9",39116,08," ",7684,28465,0,0
"GUITAR 9G",52019,08," ",322259,776036,0,0
"GUITAR 9X",52051,08," ",88422,336845,0,0
"GUITAR 9XX",52027,08," ",315763,782240,0,0
"GUITAR CONSOLIDATED",22891,08," ",27,0,0,0
"GUITAR CONSOLIDATED",37089,08," ",0,0,0,0
"GUITAR CONSOLIDATED",38050,08," ",3548,0,0,0
"GUITAR CONSOLIDATED",53414,08," ",8211,0,0,0
"GUITAR COSTILLA 5",39373,08," ",2147,5696,0,0
"GUITAR ESTATE",30097,08," ",9903,142,0,0
"GUITAR ESTATE -B-",31757,08," ",40433,0,0,0
"GUITAR GALUSHA",42213,08," ",545236,2972218,0,0
"GUITAR GALUSHA 21",43768,08," ",3437,23650,0,0
"GUITAR GIBSON 23",44083,08," ",43274,337087,0,0
"GUITAR MICHAEL",65310,08," ",0,0,0,0
"GUITAR NORTH",300803,08," 2743WA",0,0,273866,1397
"GUITAR NORTH",48742,08," ",4857519,30996066,0,0
"GUITAR OVATION",46650,08," ",3813,27766,0,0
"GUITAR SCHRUTE",65110,08," ",0,0,0,0
"GUITAR SOUTH '4-7'",49663,08," ",147139,260087,0,0
"GUITAR SOUTH 1-4",45428,08," ",45723,221992,0,0
"GUITAR SOUTH 1-5-E",53962,08," ",354875,619052,0,0
"GUITAR SOUTH 1-5-F",53994,08," ",167524,583920,0,0
"GUITAR SOUTH 1-5-G",53871,08," ",212804,438242,0,0
"GUITAR SOUTH 17-8-A",54581,08," ",402411,666411,0,0
"GUITAR SOUTH 17-8-C",55081,08," ",427493,656181,0,0
"GUITAR SOUTH 4-7",49382,08," ",270617,780907,0,0
"GUITAR SOUTH 4-7-A",51379,08," ",185183,261238,0,0
"GUITAR SOUTH 4-7-B",51409,08," ",102421,270155,0,0
"GUITAR SOUTH 4-7-C",54261,08," ",403859,505396,0,0
"GUITAR SOUTH 4-7-E",54262,08," ",403015,665280,0,0
"GUITAR TRUST ESTATE",04471,08," ",5056,0,0,0
"GUITAR TRUST ESTATE",08660,08," ",0,0,0,0
"GUITAR TRUST ESTATE",29978,08," ",0,0,0,0
"GUITAR TRUST ESTATE",38418,08," ",2020,0,0,0
"GUITAR TRUST ESTATE -A-",08569,08," ",0,0,0,0
"GUITAR TRUST ESTATE -A-",08765,08," ",6730,0,0,0
"GUITAR TRUST ESTATE -A-",30528,08," ",0,0,0,0
"GUITAR TRUST ESTATE -C-",08802,08," ",4633,0,0,0
"GUITAR TRUST ESTATE -D-",08858,08," ",13483,0,0,0
"GUITAR TRUST ESTATE -F-",08466,08," ",5581,0,0,0
"GUITAR, EARL JR.",27593,08," ",341,0,0,0
"GUITAR, EARL JR. -A-",28249,08," ",137,0,0,0
"GUITAR, EARL JR. -B-",28311,08," ",7,0,0,0
"GUITAR, EARL JR. -D-",28294,08," ",14,0,0,0
"GUITAR, EARL JR. -E-",28412,08," ",28,0,0,0
"GUITAR, JOHN",31933,08," ",14121,0,0,0
"GUNN 36",44740,08," ",2747,0,0,0
"GUNN, FRANCES",07114,08," ",0,0,0,0
"GUNNER 03-39",50498,08," ",394327,671378,0,0
"GUNNER C",58759,08," ",320769,578172,0,0
"GUNNER D",58760,08," ",331206,697435,0,0
"GUNSLINGER UNIT",47814,08," ",191403,273095,0,0
GUTHRIE,41920,08," ",53665,299487,0,0
"GUTHRIE ""25""",42991,08," ",0,0,0,0
"GUTHRIE 14-30 B UNIT",56850,08," ",1560326,2732805,0,0
"GUTHRIE 15",41989,08," ",14841,37442,0,0
"GUTHRIE 86",180899,08," 2",0,0,0,0
"GUTHRIE 87",181626,08," 3",0,0,0,0
"GUTHRIE 93",225561,08," 1",0,0,0,0
"GUTHRIE 93",225562,08," 2 X",0,0,0,0
"GUTHRIE WEST",43001,08," ",42209,78876,0,0
"GUTHRIE WEST WALDRON UNIT",47774,08," ",92835,105568,0,0
"GUTHRIE-BUFORD 27 UNIT",218451,08," 1H",0,0,246637,2826
"H. DENTON A",51411,08," ",268936,802300,0,0
"H. DENTON B",51417,08," ",227549,934984,0,0
"H. DENTON C",51469,08," ",301843,1254136,0,0
"H. DENTON D",52847,08," ",419149,1082726,0,0
"H.E. TUBB NORTH",41587,08," ",5658,14060,0,0
"H.E. TUBB SOUTH",49338,08," ",10662,62012,0,0
"HALE 33",44529,08," ",11323,38717,0,0
HALL,29053,08," ",4398,0,0,0
HALL,34092,08," ",17207,0,0,0
HALL,41715,08," ",0,0,0,0
"HALL 18",43410,08," ",13850,2796,0,0
"HALL 43",43521,08," ",5678,18790,0,0
"HALL TRUST",42504,08," ",18005,49814,0,0
"HALPERT  E",58057,08," ",343730,752971,0,0
"HALPERT A",58372,08," ",428302,906358,0,0
"HALPERT B",58373,08," ",418115,1093006,0,0
"HALPERT C",58069,08," ",344869,762330,0,0
"HALPERT D",58056,08," ",252075,533973,0,0
"HALPERT F",58374,08," ",199482,441166,0,0
"HAMILTON 26",45603,08," ",14211,62271,0,0
"HAMILTON 47",38396,08," ",0,0,0,0
"HAMILTON 6",46444,08," ",13231,60145,0,0
"HAMLIN ""16""",34069,08," ",764,2,0,0
"HAMLIN ""24""",38104,08," ",2469,2180,0,0
"HAMLIN 18-30 A",62578,08," ",143088,366183,0,0
"HAMLIN 18-30 B",62565,08," ",193026,353663,0,0
"HAMLIN 18-30 C",62566,08," ",162003,480793,0,0
"HAMLIN 18-30 D",62719,08," ",156029,555637,0,0
"HAMLIN 26",40956,08," ",0,0,0,0
"HAMLIN 26P",42908,08," ",0,0,0,0
"HAMLIN UNIT",52875,08," ",1411983,3015885,0,0
"HAMLIN UNIT 15-22",45494,08," ",1788814,7143624,0,0
"HAMLIN UNIT 19-18",44887,08," ",1477665,6106834,0,0
"HAMLIN UNIT 19-30",46253,08," ",1452396,7465398,0,0
"HAMLIN UNIT 20-29",45520,08," ",836514,6224619,0,0
"HAMLIN-FGR 15-27",62671,08," ",76487,255820,0,0
"HAMLIN-FGR A 15-27",59916,08," ",159338,447227,0,0
"HAMLIN-FGR B 15-27",59915,08," ",163650,419714,0,0
"HAMLIN-MIDDLETON UNIT 16-21",46637,08," ",644658,2738393,0,0
"HANEY 10",40286,08," ",13047,86782,0,0
"HANEY 44-53 A UNIT",55328,08," ",1113742,1761252,0,0
"HANEY 47",44428,08," ",9169,120556,0,0
"HANEY 5",44366,08," ",971,4156,0,0
"HANEY SWD",45775,08," ",0,0,0,0
"HARDY 33",45200,08," ",697,1250,0,0
"HARLAND ""31""",42732,08," ",850,2044,0,0
"HARLAND '32'",43753,08," ",20464,109464,0,0
"HARRELL ""33""",42428,08," ",4472,32400,0,0
HATCH,25496,08," ",4627,0,0,0
"HATCH 24",44358,08," ",27777,169676,0,0
"HECKLER 4A",42618,08," ",160,99,0,0
"HECKLER 4C",42790,08," ",0,0,0,0
"HECKLER 4D",42850,08," ",0,0,0,0
"HECKLER 5",42933,08," ",0,0,0,0
"HEFLEY 24",42714,08," ",12620,105325,0,0
"HEFLEY 24 A",44548,08," ",5119,15134,0,0
HELEN,25898,08," ",0,0,0,0
HENDRIX,44177,08," ",113667,332329,0,0
"HERM SWD",46310,08," ",0,0,0,0
"HESTER 20",43185,08," ",7817,25204,0,0
"HEWETT -A-",30108,08," ",5617,52353,0,0
"HEWETT NORTH",46027,08," ",19192,45431,0,0
"HEWITT -A-",04431,08," ",17,0,0,0
"HEWITT -B-",04432,08," ",13,0,0,0
"HEWITT -C-",08501,08," ",2413,0,0,0
"HICKS 7",36391,08," ",3408,118466,0,0
HIGGIN,08781,08," ",7693,0,0,0
"HIGGINS 1",45178,08," ",43198,263024,0,0
"HIGHGARDEN 19G",53282,08," ",162553,481962,0,0
"HIGHGARDEN 19X",53326,08," ",164624,414085,0,0
"HIPP 10",36538,08," ",4191,14523,0,0
HMW,34046,08," ",20783,0,0,0
"HODNETT ""23""",40799,08," ",37189,213873,0,0
"HODNETT 23",38680,08," ",0,0,0,0
"HODNETT 23",38838,08," ",2975,8700,0,0
"HODNETT, CLAUDE",28256,08," ",0,0,0,0
"HOLDEN 20",44707,08," ",5831,46397,0,0
"HOLLER 18",47264,08," ",20760,36693,0,0
"HOLY GRAIL 43 ""A""",39520,08," ",0,0,0,0
"HOLY GRAIL 43 'A'",52687,08," ",0,0,0,0
HOMAN,04443,08," ",1711,0,0,0
"HOMAN -29-",42515,08," ",26986,46512,0,0
"HOMAN, EUNICE",27503,08," ",0,0,0,0
"HOMAN, EUNICE",27813,08," ",7874,0,0,0
"HOMAN, EUNICE",28723,08," ",39,0,0,0
"HOMAN, J.H. MRS.",29133,08," ",6012,0,0,0
"HOMAN, J.H. MRS. -A-",29132,08," ",39,0,0,0
"HOMAN, J.H. MRS. -B-",29138,08," ",11,0,0,0
HOMAR,45459,08," ",2235,5750,0,0
HOMER,43531,08," ",0,0,0,0
HOOKS,41286,08," ",12579,0,0,0
HOOKS,41714,08," ",33476,0,0,0
HOOKS,42218,08," ",2027,0,0,0
"HOOKS SWD",48043,08," ",0,0,0,0
"HOOKS, A. J.",41033,08," ",1729,0,0,0
"HOOKS, A. J. -A-",17873,08," ",0,0,0,0
"HOOKS, A. J. A.",41032,08," ",6208,0,0,0
"HOOPSNAKE ""23""",40170,08," ",0,0,0,0
"HOPPER 7",43767,08," ",0,775,0,0
"HOPPER 7 SWD",45626,08," ",0,0,0,0
"HORACE 24",46085,08," ",30372,83317,0,0
"HORACE GARRETT ESTATE ET AL",51928,08," ",7372,59563,0,0
"HORACE GARRETT ESTATE ET AL 'A'",59997,08," ",13915,44405,0,0
"HORACE TUBB SWD",42623,08," ",0,0,0,0
"HORNROCK 2223",49369,08," ",88521,42826,0,0
"HORNROCK A 2223",49342,08," ",214928,1624910,0,0
"HORSE SENSE",46954,08," ",9156,28943,0,0
"HORTON 2223",48000,08," ",298310,1106693,0,0
"HORTON 33",47333,08," ",4186,12440,0,0
"HORTON B 2223",49370,08," ",182780,1185487,0,0
"HORTON UNIT",55260,08," ",2607652,5529954,0,0
"HORTON, T. H.",63819,8A," ",6606,178,0,0
"HOT SPRINGS 2442DP",61861,08," ",245212,227926,0,0
"HOT SPRINGS 2444DP",61828,08," ",329806,402340,0,0
"HOT SPRINGS 2446DP",61829,08," ",253201,311999,0,0
"HOT SPRINGS 2482CP",61711,08," ",248983,631558,0,0
"HOT SPRINGS 2484CP",61791,08," ",225876,546772,0,0
"HOT SPRINGS 2486CP",61671,08," ",155733,363670,0,0
"HOTS UNIT 34",48754,08," ",314300,1052514,0,0
"HOUSTON 45",47405,08," ",31703,32772,0,0
"HOWARD ""B""",29634,08," ",13184,0,0,0
"HOWARD FEE",38918,08," ",1498,0,0,0
"HOWARD GLASSCOCK EAST UNIT",46924,08," ",166607,0,0,0
"HRW HOWARD SWD",44018,08," ",0,0,0,0
HUDDLESTON,09756,08," ",1328,0,0,0
"HUDDLESTON -A-",27825,08," ",4051,0,0,0
HUGHES,48036,08," ",0,0,0,0
HUGHES,49502,08," ",0,0,0,0
"HUGHES 17",41767,08," ",18180,98468,0,0
"HUGHES 20",44533,08," ",13836,101804,0,0
"HUGHES 49",42067,08," ",9766,7098,0,0
"HUGHES SWD",46334,08," ",0,0,0,0
HUITT,39208,08," ",770,1856,0,0
"HUITT 33",44219,08," ",8475,60108,0,0
"HUITT 35",47694,08," ",18906,58342,0,0
"HUITT 38",46916,08," ",9442,63461,0,0
"HULEN JUNE",47110,08," ",3527,16123,0,0
"HULEN JUNE 14",58683,08," ",1066804,2415948,0,0
"HULKSTER SWD",51519,08," ",0,0,0,0
"HULL SWD",53788,08," ",0,0,0,0
"HURT 21",43785,08," ",4441,27576,0,0
"HYDEN UNIT 47-35",49100,08," ",1280566,1604726,0,0
"HYDEN, M. C.",03994,08," ",941,0,0,0
"HYDRA SWD",52290,08," ",0,0,0,0
"HYMAN -A-",41119,08," ",376,0,0,0
"HYMAN -C-",41325,08," ",40,0,0,0
"HYMAN -E-",41120,08," ",759,0,0,0
"HYMAN -G-",41122,08," ",616,0,0,0
"HYMAN -H-",41123,08," ",116,0,0,0
"HYMAN -I-",41124,08," ",298,0,0,0
"HYMAN -J-",41125,08," ",163,0,0,0
"HYMAN, SARAH",22138,08," ",0,0,0,0
"HYMAN, SARAH",287823,08," 54",0,0,657,0
"HYMAN, SARAH",288047,08," 55",0,0,0,0
"HYMAN, SARAH",41126,08," ",2058,0,0,0
"HYMAN, SARAH",41242,08," ",198901,72984,0,0
"HYMAN, SARAH -B-",41127,08," ",267,0,0,0
"HYMAN, SARAH -C-",41128,08," ",1853,0,0,0
HYMAN-CHALK,41243,08," ",47247,20195,0,0
ICEMAN,49061,08," ",574602,1754123,0,0
IDEN,55720,08," ",0,0,0,0
"IDEN 25",45318,08," ",699,23,0,0
"IDEN 25A",54699,08," ",681464,1201859,0,0
"IDEN 25B",54519,08," ",472625,1004543,0,0
"IDEN 25C",54465,08," ",577778,1228814,0,0
"IDEN 25D",54550,08," ",519863,1129231,0,0
"IDEN 25E",54694,08," ",626031,1116678,0,0
"IDEN 31 SWD",54399,08," ",0,0,0,0
"IDEN 32C",38594,08," ",160,0,0,0
"IDEN SWD",48542,08," ",0,0,0,0
"IDEN, ELLIS -A-",04550,08," ",7759,1582,0,0
"IDEN, JERRY",24273,08," ",4289,0,0,0
INGRAM,30012,08," ",1283,0,0,0
INGRAM,40726,08," ",17236,86880,0,0
"INGRAM SWD",60806,08," ",0,0,0,0
"INTERNATIONAL UNIT",48671,08," ",349338,704530,0,0
"IOMA 30",45078,08," ",8150,64561,0,0
"J.E.W. 10",43415,08," ",10280,71810,0,0
"J.E.W. 10 B",46092,08," ",2769,11822,0,0
"J.E.W. 10A",45480,08," ",7386,55875,0,0
"J.E.W. 10C",46961,08," ",5608,25922,0,0
"J.L.G. 11",45930,08," ",14213,54427,0,0
"J.L.G. 11A",46153,08," ",0,0,0,0
"JACK BUCHANAN SR SWD",56964,08," ",0,0,0,0
"JACKPOT 55-42",55390,08," ",963206,2080199,0,0
"JACKSON, JOHN",04540,08," ",0,0,0,0
JACUZZI,53352,08," ",239763,988213,0,0
"JAGUAR 28",45413,08," ",5631,37101,0,0
"JAMES WALKER A",60999,08," ",164495,409363,0,0
"JAMES WALKER B",60985,08," ",174999,453631,0,0
"JAMES WALKER C",60941,08," ",156494,325850,0,0
"JAMES WALKER D",60943,08," ",149049,448526,0,0
"JAMES WALKER E",60977,08," ",157655,330604,0,0
"JAMES WALKER F",60978,08," ",180598,367720,0,0
"JAMES WALKER G",60986,08," ",178571,343344,0,0
"JANE READ 20",43975,08," ",6811,4616,0,0
"JASMINE A UNIT",52588,08," ",1775660,3508019,0,0
"JASMINE SWD",55215,08," ",0,0,0,0
"JASMINE UNIT",51341,08," ",1534501,3069743,0,0
JENKINS,43503,08," ",5428,61320,0,0
"JENKINS 6",39264,08," ",0,0,0,0
"JENKINS 6",54012,08," ",13062,56100,0,0
"JENNY CURRAN",50817,08," ",125174,167180,0,0
"JENNY MIRACLE MAX B",59200,08," ",364566,894992,0,0
"JENNY MIRACLE MAX C",59211,08," ",872341,1708834,0,0
"JENNY MIRACLE MAX D",59291,08," ",917430,1585262,0,0
"JESSIE NEAL",42194,08," ",0,0,0,0
JESSUP,52372,08," ",1092649,3474781,0,0
"JESTER 16",43900,08," ",470,0,0,0
"JIMMY 4-9",60191,08," ",195513,324215,0,0
"JIMMY FOREVER 4-9-16 AL1",59884,08," ",189830,447088,0,0
"JIMMY FOREVER 4-9-16 AL2",63824,08," ",99903,82092,0,0
"JIMMY FOREVER 4-9-16 AL3",64063,08," ",96990,87933,0,0
"JIMMY FOREVER 4-9-16 AL4",63825,08," ",60959,90452,0,0
"JIMMY FOREVER 4-9-16 AL5",63826,08," ",76924,81485,0,0
"JIMMY FOREVER 4-9-16 AL6",63827,08," ",78165,78208,0,0
"JM DAVIS 42",42468,08," ",63899,473893,0,0
"JOE DON 48",42729,08," ",10441,33189,0,0
"JOE HUDGINS 7",46580,08," ",7493,22787,0,0
"JOHN B. BOWEN, JR. ""A""",47987,08," ",9311,0,0,0
"JOHN B. BOWEN, JR. ""B""",47986,08," ",9304,0,0,0
